"doi","container.title","title","author","type","publisher"
"10.1103/physreve.103.032110","Physical Review E","Role of thermal fluctuations in biological copying mechanisms","http://orcid.org/0000-0003-1851-2162","journal-article","American Physical Society (APS)"
"10.1016/j.cell.2015.03.052","Cell","Structural Snapshots of Actively Translating Human Ribosomes","Elmar","journal-article","Elsevier BV"
"10.1016/j.cell.2014.08.042","Cell","Coreceptor Scanning by the T Cell Receptor Provides a Mechanism for T Cell Tolerance","Ondrej","journal-article","Elsevier BV"
"10.7554/elife.52483","eLife","Dissecting transcriptional amplification by MYC","Zuqin","journal-article","eLife Sciences Publications, Ltd"
"10.1016/s0021-9258(19)68712-0","Journal of Biological Chemistry","On the fidelity of DNA replication. Effect of the next nucleotide on proofreading.","T.A.","journal-article","Elsevier BV"
"10.1016/s0021-9258(19)40720-5","Journal of Biological Chemistry","Kinetic analysis of Escherichia coli deoxyribonucleic acid polymerase I.","EC","journal-article","Elsevier BV"
"10.1046/j.1440-1592.1999.00132.x","Allergology International","Signal transduction by FcεRI: Analysis of the early molecular events","Henry","journal-article","Elsevier BV"
"10.1111/j.1432-1033.1990.tb15409.x","European Journal of Biochemistry","Antisuppression by mutations in elongation factor Tu","Soile","journal-article","Wiley"
"10.1093/nar/gkx1256","Nucleic Acids Research","Accuracy of genetic code translation and its orthogonal corruption by aminoglycosides and Mg2+ ions","Jingji","journal-article","Oxford University Press (OUP)"
"10.1093/nar/gkx849","Nucleic Acids Research","Transcriptional accuracy modeling suggests two-step proofreading by RNA polymerase","Harriet","journal-article","Oxford University Press (OUP)"
"10.1016/1010-6030(94)02007-8","Journal of Photochemistry and Photobiology A: Chemistry","An artificial intelligence search for key residues in protein electron transfer systems","Prabha","journal-article","Elsevier BV"
"10.1021/acs.jpclett.7b03197","The Journal of Physical Chemistry Letters","Energetic Costs, Precision, and Transport Efficiency of Molecular Motors","Wonseok","journal-article","American Chemical Society (ACS)"
"10.1016/j.biochi.2015.04.013","Biochimie","The importance of codon–anticodon interactions in translation elongation","Adélaïde","journal-article","Elsevier BV"
"10.1063/1.5120511","The Journal of Chemical Physics","Transient probability currents provide upper and lower bounds on non-equilibrium steady-state currents in the Smoluchowski picture","http://orcid.org/0000-0002-5202-0690","journal-article","AIP Publishing"
"10.1063/1.3274803","The Journal of Chemical Physics","Specificity and completion time distributions of biochemical processes","Brian","journal-article","AIP Publishing"
"10.1371/journal.pcbi.1005490","PLOS Computational Biology","Simple biochemical networks allow accurate sensing of multiple ligands with a single receptor","Vijay","journal-article","Public Library of Science (PLoS)"
"10.1007/s11047-017-9646-x","Natural Computing","The importance of thermodynamics for molecular systems, and the importance of molecular systems for thermodynamics","http://orcid.org/0000-0001-8114-8602","journal-article","Springer Science and Business Media LLC"
"10.1007/s11047-013-9379-4","Natural Computing","An introduction to tile-based self-assembly and a survey of recent results","Matthew J.","journal-article","Springer Science and Business Media LLC"
"10.1016/s0969-2126(96)00122-0","Structure","Helix unwinding in the effector region of elongation factor EF-Tu–GDP","Galina","journal-article","Elsevier BV"
"10.1128/ecosalplus.2.5.4","EcoSal Plus","Structural Basis for the Decoding Mechanism","Steven T.","journal-article","American Society for Microbiology"
"10.1103/physrevlett.102.258101","Physical Review Letters","Backtracking and Proofreading in DNA Transcription","Margaritis","journal-article","American Physical Society (APS)"
"10.1093/genetics/148.4.1551","Genetics","Regulation of DNA Polymerase Exonucleolytic Proofreading Activity: Studies of Bacteriophage T4 “Antimutator” DNA Polymerases","Linda J","journal-article","Oxford University Press (OUP)"
"10.3390/life12040567","Life","Thermodynamic and Kinetic Sequence Selection in Enzyme-Free Polymer Self-Assembly inside a Non-equilibrium RNA Reactor","http://orcid.org/0000-0001-8078-1262","journal-article","MDPI AG"
"10.1111/j.1749-6632.1979.tb14140.x","Annals of the New York Academy of Sciences","Historical Aspects of Protein Synthesis*","PAUL C.","journal-article","Wiley"
"10.1016/j.bbagrm.2013.02.006","Biochimica et Biophysica Acta (BBA) - Gene Regulatory Mechanisms","Functions of the DExD/H-box proteins in nuclear pre-mRNA splicing","Tien-Hsien","journal-article","Elsevier BV"
"10.1007/s12304-021-09405-3","Biosemiotics","The Illusions of the Modern Synthesis","http://orcid.org/0000-0002-3013-3694","journal-article","Springer Science and Business Media LLC"
"10.1007/s12304-012-9143-7","Biosemiotics","Semiotic Selection of Mutated or Misfolded Receptor Proteins","Franco","journal-article","Springer Science and Business Media LLC"
"10.1016/j.bpj.2016.01.022","Biophysical Journal","Limiting Energy Dissipation Induces Glassy Kinetics in Single-Cell High-Precision Responses","Jayajit","journal-article","Elsevier BV"
"10.1098/rstb.2016.0185","Philosophical Transactions of the Royal Society B: Biological Sciences","A recent intermezzo at the Ribosome Club","Michael Y.","journal-article","The Royal Society"
"10.1073/pnas.1712962114","Proceedings of the National Academy of Sciences","Molecular chaperones maximize the native state yield on biological times by driving substrates out of equilibrium","Shaon","journal-article","Proceedings of the National Academy of Sciences"
"10.1073/pnas.1200939109","Proceedings of the National Academy of Sciences","Trigger loop dynamics mediate the balance between the transcriptional fidelity and speed of RNA polymerase II","Matthew H.","journal-article","Proceedings of the National Academy of Sciences"
"10.1021/acs.jpcb.2c05513","The Journal of Physical Chemistry B","Precise Steric Features Control Aminoacyl-tRNA Accommodation on the Ribosome","Yang","journal-article","American Chemical Society (ACS)"
"10.1016/0014-5793(78)81001-1","FEBS Letters","Valyl‐tRNA synthetase from yellow lupin seeds","Hieronim","journal-article","Wiley"
"10.1038/s43588-021-00076-1","Nature Computational Science","Rapid assessment of T-cell receptor specificity of the immune repertoire","Xingcheng","journal-article","Springer Science and Business Media LLC"
"10.1021/bi00345a040","Biochemistry","Isoleucyl-tRNA synthetase from bakers' yeast: multistep proofreading in discrimination between isoleucine and valine with modulated accuracy, a scheme for molecular recognition by energy dissipation","Wolfgang","journal-article","American Chemical Society (ACS)"
"10.1103/physreve.101.062420","Physical Review E","Temporal precision of molecular events with regulation and feedback","http://orcid.org/0000-0002-8846-9174","journal-article","American Physical Society (APS)"
"10.1103/physreve.101.062125","Physical Review E","Reversal symmetries for cyclic paths away from thermodynamic equilibrium","http://orcid.org/0000-0002-9887-064X","journal-article","American Physical Society (APS)"
"10.1016/j.cell.2013.03.032","Cell","The Ribosome as an Optimal Decoder: A Lesson in Molecular Recognition","Yonatan","journal-article","Elsevier BV"
"10.1016/j.tcs.2004.03.015","Theoretical Computer Science","The cyclic genetic code as a constraint satisfaction problem","Georges","journal-article","Elsevier BV"
"10.1128/jb.153.1.357-363.1983","Journal of Bacteriology","Effects of the hisT mutation of Salmonella typhimurium on translation elongation rate","D T","journal-article","American Society for Microbiology"
"10.1128/jb.02579-14","Journal of Bacteriology","Another Look at Mutations in Ribosomal Protein S4 Lends Strong Support to the Domain Closure Model","Kurt","journal-article","American Society for Microbiology"
"10.1016/s0021-9258(17)35774-5","Journal of Biological Chemistry","Guanosine 5'-O-(3-thiotriphosphate) as an analog of GTP in protein biosynthesis. The effects of temperature and polycations on the accuracy of initial recognition of aminoacyl-tRNA ternary complexes by ribosomes.","A M","journal-article","Elsevier BV"
"10.1101/gad.1336305","Genes &amp; Development","The Isy1p component of the NineTeen Complex interacts with the ATPase Prp16p to regulate the fidelity of pre-mRNA splicing","Tommaso","journal-article","Cold Spring Harbor Laboratory"
"10.1016/s0021-9258(18)45991-1","Journal of Biological Chemistry","A model for the aminoacyl-tRNA binding site of eukaryotic elongation factor 1 alpha.","T G","journal-article","Elsevier BV"
"10.1074/jbc.m806717200","Journal of Biological Chemistry","tRNA-independent Pretransfer Editing by Class I Leucyl-tRNA Synthetase","Bin","journal-article","Elsevier BV"
"10.1134/s0026893320050027","Molecular Biology","Relationship between Type I and Type II Template Processes: Amyloids and Genome Stability","Yu. V.","journal-article","Pleiades Publishing Ltd"
"10.1134/s0026893320040159","Molecular Biology","RNA Degradation in Eukaryotic Cells","K. A.","journal-article","Pleiades Publishing Ltd"
"10.1134/s0026893319020043","Molecular Biology","Protein Biosynthesis Proofreading Is Closely Associated with the Existence of Factor-Free Ribosomal Synthesis","A. V.","journal-article","Pleiades Publishing Ltd"
"10.1111/j.1432-1033.1989.tb14525.x","European Journal of Biochemistry","On the non‐liner Eadie plots of the tRNA kinetics and non‐liner Dixon plots of the PP<sub>i</sub> inhibition kinetics of the aminoacyl‐tRNA synthetases","R. Kalervo","journal-article","Wiley"
"10.1111/j.1432-1033.1992.tb17441.x","European Journal of Biochemistry","Effect of inorganic pyrophosphate on the pretransfer proofreading in the isoleucyl‐tRNA synthetase from <i>Escherichia coli</i>","R. Kalervo","journal-article","Wiley"
"10.1007/bf01923511","Experientia","Proteases and protein degradation inEscherichia coli","M. R.","journal-article","Springer Science and Business Media LLC"
"10.1021/acs.jpclett.7b00441","The Journal of Physical Chemistry Letters","Accuracy of Substrate Selection by Enzymes Is Controlled by Kinetic Discrimination","Kinshuk","journal-article","American Chemical Society (ACS)"
"10.1016/j.biochi.2012.05.019","Biochimie","Temperature dependence of accuracy of DNA polymerase I from Geobacillus anatolicus","Melike","journal-article","Elsevier BV"
"10.1371/journal.pcbi.1005421","PLOS Computational Biology","Mechanisms of fast and stringent search in homologous pairing of double-stranded DNA","http://orcid.org/0000-0001-9277-1053","journal-article","Public Library of Science (PLoS)"
"10.2142/biophysics.11.85","BIOPHYSICS","Experimental and theoretical bases for mechanisms of antigen discrimination by T cells","Masashi K.","journal-article","Biophysical Society of Japan"
"10.1016/s0531-5565(02)00030-x","Experimental Gerontology","Twenty years of ageing research at the Mill Hill laboratories","Robin","journal-article","Elsevier BV"
"10.1002/prot.24131","Proteins: Structure, Function, and Bioinformatics","Motion of transfer RNA from the A/T state into the A‐site using docking and simulations","Thomas","journal-article","Wiley"
"10.1103/physrevlett.84.2271","Physical Review Letters","Pumped Biochemical Reactions, Nonequilibrium Circulation, and Stochastic Resonance","Hong","journal-article","American Physical Society (APS)"
"10.1016/j.jmb.2008.11.056","Journal of Molecular Biology","How Do Type II Topoisomerases Use ATP Hydrolysis to Simplify DNA Topology beyond Equilibrium? Investigating the Relaxation Reaction of Nonsupercoiling Type II Topoisomerases","Tanya","journal-article","Elsevier BV"
"10.1016/j.jmb.2008.08.009","Journal of Molecular Biology","Signal Discrimination by Differential Regulation of Protein Stability in Quorum Sensing","Cameron","journal-article","Elsevier BV"
"10.1016/s0166-1280(00)00329-8","Journal of Molecular Structure: THEOCHEM","The hydrogen bond energy on mismatched base pair formation between uracil derivatives and guanine in the gas phase and in the aqueous phase","S.-I","journal-article","Elsevier BV"
